STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,Simulation_ID,GEOIDFQ,Simulation_Name,NAMELSAD,LSAD,CLASSFP,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Sqkm,Beltline Score
13,097,91146,01936261,1309791146,0600000US1309791146,Fairplay,Fairplay CCD,22,Z5,G4040,S,112228132,227203,+33.6261912,-084.8514901,112.4752141929417,0.1
13,079,93480,01936665,1307993480,0600000US1307993480,Zenith,Zenith CCD,22,Z5,G4040,S,454511625,2527881,+32.6589353,-083.9336969,457.6122206419984,0.1
13,219,91050,01936245,1321991050,0600000US1321991050,Elder,Elder CCD,22,Z5,G4040,S,122479123,1249172,+33.7741025,-083.3362460,123.97996588277856,0.1
13,139,92250,01936449,1313992250,0600000US1313992250,Oakwood,Oakwood CCD,22,Z5,G4040,S,43218218,5401997,+34.2310798,-083.8950696,48.67939909299912,0.1
13,139,91836,01936377,1313991836,0600000US1313991836,Lula,Lula CCD,22,Z5,G4040,S,171928291,2478221,+34.3692658,-083.6850088,174.66641893349768,0.1
13,139,90690,01936183,1313990690,0600000US1313990690,Clermont,Clermont CCD,22,Z5,G4040,S,227663987,7259257,+34.4341853,-083.7813422,235.2413646168217,0.1
13,021,91891,02583413,1302191891,0600000US1302191891,Macon East,Macon East CCD,22,Z5,G4040,S,118455060,2158170,+32.8230441,-083.5621842,120.82359673577213,0.1
13,021,91892,02583414,1302191892,0600000US1302191892,Macon West,Macon West CCD,22,Z5,G4040,S,215961526,3049007,+32.8448387,-083.6894016,219.3539573184422,0.1
13,035,93438,02583415,1303593438,0600000US1303593438,Worthville,Worthville CCD,22,Z5,G4040,S,83260735,4532750,+33.3910548,-083.9356679,87.90059182992387,0.1
13,035,92822,01936595,1303592822,0600000US1303592822,Southwest Butts,Southwest Butts CCD,22,Z5,G4040,S,91037591,733416,+33.2371733,-084.0481560,91.86845086302519,0.1
13,087,92104,01936460,1308792104,0600000US1308792104,Mount Pleasant,Mount Pleasant CCD,22,Z5,G4040,S,216124396,2592948,+31.0015738,-084.4571653,218.86031364575553,0.1
13,127,91599,02583412,1312791599,0600000US1312791599,Jekyll Island,Jekyll Island CCD,22,Z5,G4040,S,86294841,158019076,+31.0637103,-081.4187305,245.8319651765286,0.1
13,219,90324,01936120,1321990324,0600000US1321990324,Bogart,Bogart CCD,22,Z5,G4040,S,110367815,1202362,+33.9049980,-083.5483216,111.76098243927477,0.1
13,219,93282,01936631,1321993282,0600000US1321993282,Watkinsville,Watkinsville CCD,22,Z5,G4040,S,244614856,2794649,+33.8341247,-083.4377284,247.87643672922619,0.1
13,049,92646,01936520,1304992646,0600000US1304992646,St. George,St. George CCD,22,Z5,G4040,S,785637161,1438094,+30.5779012,-082.1042465,790.7233547174967,0.1
13,115,90126,01936085,1311590126,0600000US1311590126,Armuchee,Armuchee CCD,22,Z5,G4040,S,245836216,3167548,+34.4191990,-085.1474537,248.9824117929256,0.1
13,067,91926,01936393,1306791926,0600000US1306791926,Marietta,Marietta CCD,22,Z5,G4040,S,123188804,608172,+33.9614853,-084.5353370,123.85629049093411,0.1
13,245,90168,01936093,1324590168,0600000US1324590168,Augusta,Augusta CCD,22,Z5,G4040,S,244867307,6186734,+33.4443906,-082.0220961,252.18170698110617,0.1
13,115,92586,01936509,1311592586,0600000US1311592586,Rome,Rome CCD,22,Z5,G4040,S,687797968,13712668,+34.2310494,-085.2252327,701.4212913365179,0.1
13,233,90600,01936168,1323390600,0600000US1323390600,Cedartown,Cedartown CCD,22,Z5,G4040,S,481822047,1753930,+33.9919315,-085.2751334,483.49234448048895,0.1
13,241,90684,01936182,1324190684,0600000US1324190684,Clayton,Clayton CCD,22,Z5,G4040,S,409546157,2181118,+34.9442570,-083.2380296,412.5247012268043,0.1
13,283,91290,01936285,1328391290,0600000US1328391290,Gillis Springs,Gillis Springs CCD,22,Z5,G4040,S,237080887,3872736,+32.4516785,-082.5163819,241.81971527560444,0.1
13,285,91506,01936321,1328591506,0600000US1328591506,Hogansville,Hogansville CCD,22,Z5,G4040,S,172039281,1143192,+33.1556171,-084.9355042,173.20308307291114,0.1
13,047,90360,01936126,1304790360,0600000US1304790360,Boynton Ridge,Boynton Ridge CCD,22,Z5,G4040,S,81377171,294679,+34.9185211,-085.2018522,81.6607876697152,0.1
13,047,92526,01936498,1304792526,0600000US1304792526,Ringgold,Ringgold CCD,22,Z5,G4040,S,147566648,399195,+34.8843708,-085.1471320,147.9521554722704,0.1
13,047,90582,01936165,1304790582,0600000US1304790582,Catoosa Springs,Catoosa Springs CCD,22,Z5,G4040,S,145113404,44712,+34.9096556,-085.0603848,145.15425100812715,0.1
13,013,93390,01936650,1301393390,0600000US1301393390,Winder,Winder CCD,22,Z5,G4040,S,118296193,2323009,+34.0130648,-083.7116800,120.79779749701736,0.1
13,099,90294,01936115,1309990294,0600000US1309990294,Blakely,Blakely CCD,22,Z5,G4040,S,644329166,5216432,+31.3853382,-084.9493497,649.6401985515535,0.1
13,099,91584,01936334,1309991584,0600000US1309991584,Jakin,Jakin CCD,22,Z5,G4040,S,340970567,3670838,+31.1995791,-084.9937511,344.6737267384639,0.1
13,107,92916,01936568,1310792916,0600000US1310792916,Swainsboro,Swainsboro CCD,22,Z5,G4040,S,583070496,7410785,+32.5830932,-082.3483014,592.7878663966733,0.1
13,107,92238,01936447,1310792238,0600000US1310792238,Oak Park,Oak Park CCD,22,Z5,G4040,S,147477128,2143302,+32.3508244,-082.3230546,150.21498761568805,0.1
13,149,91248,01936278,1314991248,0600000US1314991248,Franklin,Franklin CCD,22,Z5,G4040,S,229896541,5358730,+33.2638065,-085.0158730,235.26267318134228,0.1
13,149,92988,01936580,1314992988,0600000US1314992988,Texas,Texas CCD,22,Z5,G4040,S,297832615,4353947,+33.2405489,-085.1742254,302.1583464768782,0.1
13,171,92028,01936410,1317192028,0600000US1317192028,Milner,Milner CCD,22,Z5,G4040,S,196657155,2732074,+33.1421091,-084.1511214,199.57706785947136,0.1
13,007,92160,01936433,1300792160,0600000US1300792160,Newton,Newton CCD,22,Z5,G4040,S,470625163,14131168,+31.3322322,-084.3614663,485.1236866331109,0.1
13,017,91176,01936266,1301791176,0600000US1301791176,Fitzgerald,Fitzgerald CCD,22,Z5,G4040,S,414658070,6885661,+31.7407715,-083.1471970,422.58938702189414,0.1
13,017,92433,01936366,1301792433,0600000US1301792433,Queensland,Queensland CCD,22,Z5,G4040,S,233144634,2928137,+31.7996043,-083.3416086,236.58410978227775,0.1
13,109,92204,01936156,1310992204,0600000US1310992204,North Evans,North Evans CCD,22,Z5,G4040,S,185470793,3990656,+32.2164383,-081.9142149,190.38626028671348,0.1
13,109,90678,01936181,1310990678,0600000US1310990678,Claxton,Claxton CCD,22,Z5,G4040,S,288219419,6309149,+32.1171997,-081.8573511,295.99945193763824,0.1
13,111,91872,01936383,1311191872,0600000US1311191872,McCaysville,McCaysville CCD,22,Z5,G4040,S,97900598,723780,+34.9495478,-084.3528534,98.68725665086377,0.1
13,111,90306,01936117,1311190306,0600000US1311190306,Blue Ridge,Blue Ridge CCD,22,Z5,G4040,S,114495166,5680980,+34.8629431,-084.3316568,120.25584304013199,0.1
13,111,92082,01936419,1311192082,0600000US1311192082,Morganton,Morganton CCD,22,Z5,G4040,S,397004085,6806087,+34.7885625,-084.1949508,404.1449181324589,0.1
13,211,90336,01936122,1321190336,0600000US1321190336,Bostwick,Bostwick CCD,22,Z5,G4040,S,178233468,1867630,+33.7211631,-083.4880238,180.4279981031389,0.1
13,211,91314,01936289,1321191314,0600000US1321191314,Godfrey,Godfrey CCD,22,Z5,G4040,S,182853501,2594733,+33.4823497,-083.5336477,185.7766423376681,0.1
13,211,91902,01936388,1321191902,0600000US1321191902,Madison,Madison CCD,22,Z5,G4040,S,195134467,2798873,+33.5979773,-083.4742141,198.2982446045645,0.1
13,211,92640,01936519,1321192640,0600000US1321192640,Rutledge,Rutledge CCD,22,Z5,G4040,S,184514333,2706569,+33.6085287,-083.6118489,187.52961669367778,0.1
13,251,92022,01936409,1325192022,0600000US1325192022,Millhaven,Millhaven CCD,22,Z5,G4040,S,336211156,6568805,+32.9183943,-081.5469212,344.70984199628856,0.1
13,251,92934,01936571,1325192934,0600000US1325192934,Sylvania,Sylvania CCD,22,Z5,G4040,S,538708914,7735283,+32.7442607,-081.5991030,549.464143251933,0.1
13,251,92580,01936508,1325192580,0600000US1325192580,Rocky Ford,Rocky Ford CCD,22,Z5,G4040,S,273141358,4729740,+32.6687257,-081.7329238,279.3199994221736,0.1
13,281,91458,01936313,1328191458,0600000US1328191458,Hiawassee,Hiawassee CCD,22,Z5,G4040,S,159948854,7801074,+34.9594410,-083.6501995,167.9996925687763,0.1
13,159,91476,01936316,1315991476,0600000US1315991476,Hillsboro,Hillsboro CCD,22,Z5,G4040,S,347816451,2815670,+33.2059743,-083.6897701,351.1761790132347,0.1
13,159,92730,01936534,1315992730,0600000US1315992730,Shady Dale,Shady Dale CCD,22,Z5,G4040,S,197415229,1604231,+33.4173006,-083.6219248,199.34791119444577,0.1
13,173,91680,01936350,1317391680,0600000US1317391680,Lakeland,Lakeland CCD,22,Z5,G4040,S,275693432,5622801,+31.0393583,-083.1082604,282.04894816282535,0.1
13,185,91392,01936302,1318591392,0600000US1318591392,Hahira,Hahira CCD,22,Z5,G4040,S,240453899,5319846,+30.9563673,-083.3688342,246.30886767669415,0.1
13,185,93168,01936611,1318593168,0600000US1318593168,Valdosta,Valdosta CCD,22,Z5,G4040,S,487870866,15278169,+30.7755221,-083.3336000,504.2828964735275,0.1
13,185,92136,01936428,1318592136,0600000US1318592136,Naylor,Naylor CCD,22,Z5,G4040,S,262947856,2718232,+30.8655662,-083.1347005,266.35159505805166,0.1
13,185,90228,01936103,1318590228,0600000US1318590228,Barretts,Barretts CCD,22,Z5,G4040,S,139629723,1577832,+30.9673796,-083.2236939,141.5470995456038,0.1
13,281,93468,01936663,1328193468,0600000US1328193468,Young Harris,Young Harris CCD,22,Z5,G4040,S,81917027,1380699,+34.9465664,-083.8741014,83.39898921021062,0.1
13,309,90048,01936071,1330990048,0600000US1330990048,Alamo,Alamo CCD,22,Z5,G4040,S,334614685,4206855,+32.1134980,-082.8034103,339.8665009151729,0.1
13,223,90858,01936212,1322390858,0600000US1322390858,Dallas,Dallas CCD,22,Z5,G4040,S,136533739,1097845,+33.9291707,-084.8142483,137.65965259117309,0.1
13,223,92210,01936326,1322392210,0600000US1322392210,North Paulding,North Paulding CCD,22,Z5,G4040,S,259232493,1589952,+34.0205626,-084.8395329,260.8689825804181,0.1
13,223,91494,01936319,1322391494,0600000US1322391494,Hiram,Hiram CCD,22,Z5,G4040,S,165978564,1563876,+33.8285854,-084.8043479,167.57907097640833,0.1
13,239,91278,01936283,1323991278,0600000US1323991278,Georgetown South,Georgetown South CCD,22,Z5,G4040,S,152115596,12752369,+31.8175770,-085.0329569,164.8755817511974,0.1
13,267,92478,01936489,1326792478,0600000US1326792478,Reidsville,Reidsville CCD,22,Z5,G4040,S,433947026,7548666,+32.0429115,-082.1128678,443.46237233044803,0.1
13,267,90738,01936192,1326790738,0600000US1326790738,Collins,Collins CCD,22,Z5,G4040,S,266397188,5117815,+32.2310142,-082.1225587,272.71587987873113,0.1
13,279,90591,01936592,1327990591,0600000US1327990591,Cedar Crossing,Cedar Crossing CCD,22,Z5,G4040,S,363832056,9253501,+32.0155837,-082.3447063,374.5700853864769,0.1
13,279,93192,01936616,1327993192,0600000US1327993192,Vidalia-Lyons,Vidalia-Lyons CCD,22,Z5,G4040,S,578962558,8816870,+32.1897272,-082.3236463,590.1338303793423,0.1
13,321,92412,01936477,1332192412,0600000US1332192412,Poulan,Poulan CCD,22,Z5,G4040,S,440513315,1985600,+31.4797339,-083.7398355,443.1962246596026,0.1
13,129,91134,01936259,1312991134,0600000US1312991134,Fairmount,Fairmount CCD,22,Z5,G4040,S,161996905,363497,+34.4403001,-084.7645992,162.39907409991352,0.1
13,321,92940,01936572,1332192940,0600000US1332192940,Sylvester,Sylvester CCD,22,Z5,G4040,S,327697763,992718,+31.5289486,-083.8942530,329.1295278462049,0.1
13,015,90024,01936067,1301590024,0600000US1301590024,Adairsville,Adairsville CCD,22,Z5,G4040,S,175816065,285285,+34.3422483,-084.9181558,176.11962004194936,0.1
13,015,91104,01936254,1301591104,0600000US1301591104,Euharlee-Taylorsville,Euharlee-Taylorsville CCD,22,Z5,G4040,S,177427976,2440174,+34.1342856,-084.9732052,179.87855786570924,0.1
13,015,91080,01936250,1301591080,0600000US1301591080,Emerson,Emerson CCD,22,Z5,G4040,S,110519738,14320945,+34.1059145,-084.7345168,124.87457935102826,0.1
13,015,93360,01936645,1301593360,0600000US1301593360,White-Pine Log,White-Pine Log CCD,22,Z5,G4040,S,313617877,470928,+34.3204063,-084.7342362,314.17306174530705,0.1
13,027,90234,01936104,1302790234,0600000US1302790234,Barwick-Pavo,Barwick-Pavo CCD,22,Z5,G4040,S,258036725,3106734,+30.9509090,-083.6820015,261.58649001363955,0.1
13,027,92436,01936481,1302792436,0600000US1302792436,Quitman,Quitman CCD,22,Z5,G4040,S,241273190,2472504,+30.8143554,-083.5569616,244.20548231355136,0.1
13,321,90384,01936130,1332190384,0600000US1332190384,Bridgeboro,Bridgeboro CCD,22,Z5,G4040,S,258779992,1944561,+31.3823394,-083.8902049,261.07864236916924,0.1
13,321,93270,01936629,1332193270,0600000US1332193270,Warwick,Warwick CCD,22,Z5,G4040,S,451092957,5602485,+31.7276690,-083.9217225,457.3005778918107,0.1
13,015,90570,01936163,1301590570,0600000US1301590570,Cartersville,Cartersville CCD,22,Z5,G4040,S,253419908,9104268,+34.1838069,-084.8034832,262.5800278913032,0.1
13,143,92958,01936575,1314392958,0600000US1314392958,Tallapoosa,Tallapoosa CCD,22,Z5,G4040,S,279949368,519262,+33.8001731,-085.3054291,280.4141884607483,0.1
13,143,90372,01936128,1314390372,0600000US1314390372,Bremen,Bremen CCD,22,Z5,G4040,S,159975649,703798,+33.7327994,-085.1487948,160.6676158255959,0.1
13,077,91344,01936294,1307791344,0600000US1307791344,Grantville,Grantville CCD,22,Z5,G4040,S,138927679,976247,+33.2754762,-084.8583406,139.92929979847213,0.1
13,077,92154,01936432,1307792154,0600000US1307792154,Newnan,Newnan CCD,22,Z5,G4040,S,630206031,7119690,+33.4099907,-084.8101995,637.4689545607922,0.1
13,077,92724,01936533,1307792724,0600000US1307792724,Senoia,Senoia CCD,22,Z5,G4040,S,254223228,3550899,+33.2952959,-084.6040824,257.88414152631896,0.1
13,143,90450,01936141,1314390450,0600000US1314390450,Buchanan,Buchanan CCD,22,Z5,G4040,S,290879580,1393471,+33.8319349,-085.1383342,292.2499037096706,0.1
13,245,91338,01936293,1324591338,0600000US1324591338,Gracewood,Gracewood CCD,22,Z5,G4040,S,81832608,459835,+33.3681208,-082.0438262,82.65763482753287,0.1
13,245,91224,01936274,1324591224,0600000US1324591224,Fort Gordon,Fort Gordon CCD,22,Z5,G4040,S,178923228,984275,+33.3632188,-082.2171160,180.64427707329597,0.1
13,081,90108,01936082,1308190108,0600000US1308190108,Arabi,Arabi CCD,22,Z5,G4040,S,158899586,1178815,+31.8610983,-083.7047528,160.33338363839943,0.1
13,081,90792,01936201,1308190792,0600000US1308190792,Cordele,Cordele CCD,22,Z5,G4040,S,547338363,20229273,+31.9429245,-083.7835864,568.408717861169,0.1
13,101,91008,01936238,1310191008,0600000US1310191008,East Echols,East Echols CCD,22,Z5,G4040,S,873494768,809409,+30.7088996,-082.8391936,877.02505214085,0.1
13,299,93294,01936633,1329993294,0600000US1329993294,Waycross,Waycross CCD,22,Z5,G4040,S,625788316,9306229,+31.1270905,-082.3571624,637.6705667469813,0.1
13,299,93240,01936624,1329993240,0600000US1329993240,Waresboro,Waresboro CCD,22,Z5,G4040,S,327893099,3042009,+31.2507673,-082.5200242,332.1483989358118,0.1
13,033,91992,01936404,1303391992,0600000US1303391992,Midville,Midville CCD,22,Z5,G4040,S,292342187,4704533,+32.8934134,-082.1975368,298.2906298887508,0.1
13,033,93300,01936634,1303393300,0600000US1303393300,Waynesboro,Waynesboro CCD,22,Z5,G4040,S,598239943,3571395,+33.0501821,-082.0121943,604.5463490115364,0.1
13,033,91362,01936297,1303391362,0600000US1303391362,Greens Cut,Greens Cut CCD,22,Z5,G4040,S,405620001,4820508,+33.1902344,-081.9112789,412.40006706970655,0.1
13,085,90906,01936220,1308590906,0600000US1308590906,Dawsonville,Dawsonville CCD,22,Z5,G4040,S,305430342,1299181,+34.4871293,-084.2221774,306.9775199397768,0.1
13,277,90420,01936136,1327790420,0600000US1327790420,Brookfield,Brookfield CCD,22,Z5,G4040,S,146357897,3791964,+31.4632511,-083.4226201,150.458865175796,0.1
13,277,92286,01936456,1327792286,0600000US1327792286,Omega,Omega CCD,22,Z5,G4040,S,100964112,3248215,+31.3673561,-083.5868672,104.40032001598814,0.1
13,033,91296,01936286,1303391296,0600000US1303391296,Girard,Girard CCD,22,Z5,G4040,S,264143279,3939463,+33.0580449,-081.7017338,269.4903747597428,0.1
13,033,93198,01936617,1303393198,0600000US1303393198,Vidette,Vidette CCD,22,Z5,G4040,S,180339620,677294,+33.0540669,-082.2294607,181.76090393268748,0.1
13,277,91052,01936448,1327791052,0600000US1327791052,Eldorado,Eldorado CCD,22,Z5,G4040,S,96540890,3085476,+31.3796439,-083.4897611,99.82117278702866,0.1
13,277,93138,01936606,1327793138,0600000US1327793138,Ty Ty,Ty Ty CCD,22,Z5,G4040,S,98927676,2770256,+31.4606736,-083.6223478,101.87520657217755,0.1
13,225,90486,01936148,1322590486,0600000US1322590486,Byron,Byron CCD,22,Z5,G4040,S,132401356,1039103,+32.6281167,-083.7618395,133.6381756204443,0.1
13,193,91932,01936394,1319391932,0600000US1319391932,Marshallville,Marshallville CCD,22,Z5,G4040,S,202013201,2163714,+32.4445870,-083.9443888,204.42926667112374,0.1
13,193,92052,01936414,1319392052,0600000US1319392052,Montezuma,Montezuma CCD,22,Z5,G4040,S,284947289,3361281,+32.3149482,-083.9575124,288.66265692131924,0.1
13,055,91860,01936381,1305591860,0600000US1305591860,Lyerly,Lyerly CCD,22,Z5,G4040,S,176246688,17545,+34.3637703,-085.4160231,176.21578842568618,0.1
13,055,92892,01936563,1305592892,0600000US1305592892,Summerville,Summerville CCD,22,Z5,G4040,S,102519307,246464,+34.4840602,-085.3606908,102.74117301853538,0.1
13,153,93252,01936626,1315393252,0600000US1315393252,Warner Robins,Warner Robins CCD,22,Z5,G4040,S,264781966,3599208,+32.5925603,-083.6284604,268.8297871840436,0.1
13,153,92352,01936467,1315392352,0600000US1315392352,Perry,Perry CCD,22,Z5,G4040,S,206297413,3099566,+32.4699211,-083.7184426,209.72063431285588,0.1
13,121,90732,01936191,1312190732,0600000US1312190732,College Park,College Park CCD,22,Z5,G4040,S,17499173,28639,+33.6414499,-084.4634890,17.537735962497667,0.6810477847421348
13,121,92604,01936512,1312192604,0600000US1312192604,Roswell-Alpharetta,Roswell-Alpharetta CCD,22,Z5,G4040,S,356037999,7546497,+34.0713211,-084.2901015,363.8536272434459,0.1
13,183,91818,01936374,1318391818,0600000US1318391818,Ludowici North,Ludowici North CCD,22,Z5,G4040,S,584794392,3129138,+31.8282394,-081.8233511,590.9507465402951,0.1
13,183,91824,01936375,1318391824,0600000US1318391824,Ludowici South,Ludowici South CCD,22,Z5,G4040,S,452234237,5732881,+31.6748701,-081.6440436,460.5132344468755,0.1
13,093,93144,01936607,1309393144,0600000US1309393144,Unadilla,Unadilla CCD,22,Z5,G4040,S,303519907,5208266,+32.2290836,-083.7348936,309.2029490390908,0.1
13,129,90504,01936151,1312990504,0600000US1312990504,Calhoun,Calhoun CCD,22,Z5,G4040,S,280414328,2138051,+34.4678424,-084.9454053,282.57462528373173,0.1
13,129,92880,01936561,1312992880,0600000US1312992880,Sugar Valley-Resaca,Sugar Valley-Resaca CCD,22,Z5,G4040,S,227512314,2429114,+34.5493219,-084.9991755,229.94826530454415,0.1
13,129,92460,01936486,1312992460,0600000US1312992460,Redbud,Redbud CCD,22,Z5,G4040,S,253295769,802113,+34.5470534,-084.7656560,254.16078156370781,0.1
13,013,90264,01936109,1301390264,0600000US1301390264,Bethlehem,Bethlehem CCD,22,Z5,G4040,S,95466033,569702,+33.9354849,-083.7241433,96.17630413045894,0.1
13,241,92103,01936613,1324192103,0600000US1324192103,Mountain City,Mountain City CCD,22,Z5,G4040,S,209347080,484753,+34.9417795,-083.3608753,210.23701415625678,0.1
13,011,92803,01936217,1301192803,0600000US1301192803,Southeast Banks,Southeast Banks CCD,22,Z5,G4040,S,125391496,1038835,+34.2679898,-083.4051991,126.66980581509804,0.1
13,011,91956,01936398,1301191956,0600000US1301191956,Maysville,Maysville CCD,22,Z5,G4040,S,118021710,1953986,+34.3195605,-083.5840940,120.17143012842658,0.1
13,157,90762,01936196,1315790762,0600000US1315790762,Commerce,Commerce CCD,22,Z5,G4040,S,111676426,1130494,+34.1943752,-083.4538060,113.01390270834436,0.1
13,157,92172,01936435,1315792172,0600000US1315792172,Nicholson,Nicholson CCD,22,Z5,G4040,S,111973547,1435988,+34.0936937,-083.4164698,113.62440007942952,0.1
13,171,90216,01936101,1317190216,0600000US1317190216,Barnesville,Barnesville CCD,22,Z5,G4040,S,278607247,3312255,+33.0232949,-084.1276315,282.1935729273705,0.1
13,043,91986,01936403,1304391986,0600000US1304391986,Metter,Metter CCD,22,Z5,G4040,S,278379238,6769038,+32.4578083,-082.0821546,286.4275172572594,0.1
13,011,90198,01936098,1301190198,0600000US1301190198,Baldwin,Baldwin CCD,22,Z5,G4040,S,165414376,868305,+34.4385065,-083.5096182,166.57134843145906,0.1
13,161,91440,01936310,1316191440,0600000US1316191440,Hazlehurst,Hazlehurst CCD,22,Z5,G4040,S,483639205,7040242,+31.8505448,-082.5696110,492.4198386329944,0.1
13,161,90924,01936223,1316190924,0600000US1316190924,Denton,Denton CCD,22,Z5,G4040,S,373436687,4560724,+31.7528308,-082.7259154,379.22523991788614,0.1
13,135,90469,01936144,1313590469,0600000US1313590469,Buford-Sugar Hill,Buford-Sugar Hill CCD,22,Z5,G4040,S,99266279,4316510,+34.1139491,-084.0360855,103.69108511955447,0.1
13,135,91740,01936360,1313591740,0600000US1313591740,Lilburn,Lilburn CCD,22,Z5,G4040,S,120522717,1436961,+33.8772950,-084.1416573,122.07299006244068,0.1
13,135,92910,01936567,1313592910,0600000US1313592910,Suwanee-Duluth,Suwanee-Duluth CCD,22,Z5,G4040,S,124360225,1674034,+34.0213135,-084.1001956,126.1565358883649,0.1
13,135,92178,01936436,1313592178,0600000US1313592178,Norcross,Norcross CCD,22,Z5,G4040,S,82786995,1121984,+33.9552485,-084.2172613,83.97881320110521,0.1
13,269,90474,01936145,1326990474,0600000US1326990474,Butler,Butler CCD,22,Z5,G4040,S,284801554,2090090,+32.5345405,-084.2682162,287.1348714502346,0.1
13,269,92628,01936517,1326992628,0600000US1326992628,Rupert,Rupert CCD,22,Z5,G4040,S,276924696,596037,+32.4858923,-084.3278467,277.72850987777144,0.1
13,009,90786,01936200,1300990786,0600000US1300990786,Coopers,Coopers CCD,22,Z5,G4040,S,197727421,788850,+33.0008571,-083.2910907,198.9455961607511,0.1
13,009,92015,01936408,1300992015,0600000US1300992015,Milledgeville,Milledgeville CCD,22,Z5,G4040,S,257478538,13229436,+33.1092363,-083.3055842,271.2835640451758,0.1
13,255,92613,01936514,1325592613,0600000US1325592613,Rover,Rover CCD,22,Z5,G4040,S,46431078,899852,+33.2154456,-084.3272872,47.36556388421318,0.1
13,031,92142,01936430,1303192142,0600000US1303192142,Nevils-Stilson,Nevils-Stilson CCD,22,Z5,G4040,S,474700980,4824134,+32.2609864,-081.6187257,482.1855889531781,0.1
13,031,92844,01936555,1303192844,0600000US1303192844,Statesboro,Statesboro CCD,22,Z5,G4040,S,529262259,11908707,+32.4723510,-081.7540274,543.99180964037,0.1
13,115,90588,01936166,1311590588,0600000US1311590588,Cave Spring,Cave Spring CCD,22,Z5,G4040,S,284725915,4220599,+34.1563415,-085.3177338,288.883337446037,0.1
13,115,92736,01936535,1311592736,0600000US1311592736,Shannon,Shannon CCD,22,Z5,G4040,S,102101694,1255993,+34.3497613,-085.0657904,103.3556968970931,0.1
13,145,91398,01936303,1314591398,0600000US1314591398,Hamilton,Hamilton CCD,22,Z5,G4040,S,365212136,12770477,+32.7089909,-084.9736456,378.0159471468203,0.1
13,145,93288,01936632,1314593288,0600000US1314593288,Waverly Hall,Waverly Hall CCD,22,Z5,G4040,S,344930641,2078764,+32.6578900,-084.8191873,347.09302490577414,0.1
13,003,93378,01936648,1300393378,0600000US1300393378,Willacoochee,Willacoochee CCD,22,Z5,G4040,S,255746941,1477743,+31.3276591,-083.0243534,257.9282933750376,0.1
13,003,92334,01936464,1300392334,0600000US1300392334,Pearson,Pearson CCD,22,Z5,G4040,S,402069206,1423440,+31.2627830,-082.8832059,404.7039241440971,0.1
13,059,90318,01936119,1305990318,0600000US1305990318,Bogart,Bogart CCD,22,Z5,G4040,S,49384608,708473,+33.9569982,-083.4791320,50.18377218703187,0.1
